0.967573	0.967573	beat
5.016102	5.016102	beat
9.013706	9.013706	beat
10.796078	10.796078	beat
12.782149	12.782149	beat
14.742757	14.742757	beat
16.779753	16.779753	beat
33.183311	33.183311	beat
33.823679	33.823679	beat
34.472971	34.472971	beat
35.117489	35.117489	beat
35.742911	35.742911	beat
36.377881	36.377881	beat
37.020807	37.020807	beat
37.674874	37.674874	beat
38.314014	38.314014	beat
38.960728	38.960728	beat
39.602063	39.602063	beat
40.243398	40.243398	beat
40.887917	40.887917	beat
41.529252	41.529252	beat
42.168996	42.168996	beat
42.810331	42.810331	beat
43.454850	43.454850	beat
44.091411	44.091411	beat
44.735929	44.735929	beat
45.380447	45.380447	beat
46.018600	46.018600	beat
46.659935	46.659935	beat
47.304453	47.304453	beat
47.942606	47.942606	beat
48.586329	48.586329	beat
49.228460	49.228460	beat
49.872978	49.872978	beat
50.513518	50.513518	beat
51.155649	51.155649	beat
51.796984	51.796984	beat
52.437524	52.437524	beat
53.080451	53.080451	beat
53.723377	53.723377	beat
54.362326	54.362326	beat
55.006048	55.006048	beat
55.646986	55.646986	beat
56.289912	56.289912	beat
56.931248	56.931248	beat
57.572583	57.572583	beat
58.215112	58.215112	beat
58.855652	58.855652	beat
59.497385	59.497385	beat
60.139914	60.139914	beat
60.781647	60.781647	beat
61.423381	61.423381	beat
62.065512	62.065512	beat
62.702869	62.702869	beat
63.348978	63.348978	beat
63.988722	63.988722	beat
64.630058	64.630058	beat
65.272984	65.272984	beat
65.915513	65.915513	beat
66.557247	66.557247	beat
67.198582	67.198582	beat
67.839917	67.839917	beat
68.482049	68.482049	beat
69.123384	69.123384	beat
69.764719	69.764719	beat
70.407646	70.407646	beat
71.049180	71.049180	beat
71.691312	71.691312	beat
72.330857	72.330857	beat
72.973783	72.973783	beat
73.615915	73.615915	beat
74.257250	74.257250	beat
74.899381	74.899381	beat
75.540319	75.540319	beat
76.182848	76.182848	beat
76.825178	76.825178	beat
77.466911	77.466911	beat
78.107649	78.107649	beat
78.750576	78.750576	beat
79.391116	79.391116	beat
80.032849	80.032849	beat
80.674582	80.674582	beat
81.315918	81.315918	beat
81.958049	81.958049	beat
82.599782	82.599782	beat
83.242311	83.242311	beat
83.882851	83.882851	beat
84.524982	84.524982	beat
85.165522	85.165522	beat
85.807653	85.807653	beat
86.448192	86.448192	beat
87.090324	87.090324	beat
87.734842	87.734842	beat
88.375381	88.375381	beat
89.015921	89.015921	beat
89.658848	89.658848	beat
90.299388	90.299388	beat
